Date (yyyy-mm-dd),Timestamp (hh:mm:ss.nnn),G1 (W/m2),G2 (W/m2)
2014-12-30,07:01:00.000,0,0
2014-12-30,07:02:00.000,0,0
2014-12-30,07:03:00.000,0,0
2014-12-30,07:04:00.000,0,0
2014-12-30,07:05:00.000,0,0
2014-12-30,07:06:00.000,0,0
2014-12-30,07:07:00.000,0,0
2014-12-30,07:08:00.000,0,0
2014-12-30,07:09:00.000,0,0
2014-12-30,07:10:00.000,0,0
2014-12-30,07:11:00.000,0,0
2014-12-30,07:12:00.000,0,0
2014-12-30,07:13:00.000,0,0
2014-12-30,07:14:00.000,0,0
2014-12-30,07:15:00.000,0,0
2014-12-30,07:16:00.000,0,0
2014-12-30,07:17:00.000,0,0
2014-12-30,07:18:00.000,0,0
2014-12-30,07:19:00.000,0,0
2014-12-30,07:20:00.000,0,0
2014-12-30,07:21:00.000,0,0
2014-12-30,07:22:00.000,0,0
2014-12-30,07:23:00.000,0,1
2014-12-30,07:24:00.000,0,1
2014-12-30,07:25:00.000,1,1
2014-12-30,07:26:00.000,1,2
2014-12-30,07:27:00.000,1,2
2014-12-30,07:28:00.000,1,2
2014-12-30,07:29:00.000,2,3
2014-12-30,07:30:00.000,2,3
2014-12-30,07:31:00.000,2,3
2014-12-30,07:32:00.000,3,4
2014-12-30,07:33:00.000,3,4
2014-12-30,07:34:00.000,3,5
2014-12-30,07:35:00.000,4,5
2014-12-30,07:36:00.000,4,6
2014-12-30,07:37:00.000,5,7
2014-12-30,07:38:00.000,5,7
2014-12-30,07:39:00.000,5,8
2014-12-30,07:40:00.000,6,10
2014-12-30,07:41:00.000,6,12
2014-12-30,07:42:00.000,7,15
2014-12-30,07:43:00.000,7,15
2014-12-30,07:43:42.420,7,20
2014-12-30,07:44:00.000,7,21
2014-12-30,07:44:44.090,8,26
2014-12-30,07:45:00.000,7,26
2014-12-30,07:46:00.000,8,25
2014-12-30,07:46:25.130,8,30
2014-12-30,07:47:00.000,8,32
2014-12-30,07:48:00.000,9,33
2014-12-30,07:49:00.000,9,36
2014-12-30,07:50:00.000,10,38
2014-12-30,07:50:45.740,10,43
2014-12-30,07:51:00.000,10,45
2014-12-30,07:51:27.550,11,50
2014-12-30,07:51:45.310,11,55
2014-12-30,07:52:00.000,11,56
2014-12-30,07:52:20.920,11,50
2014-12-30,07:52:21.030,11,40
2014-12-30,07:52:21.050,12,47
2014-12-30,07:52:21.120,11,52
2014-12-30,07:52:21.160,11,57
2014-12-30,07:52:51.990,12,52
2014-12-30,07:53:00.000,12,51
2014-12-30,07:54:00.000,12,55
2014-12-30,07:54:20.240,13,60
2014-12-30,07:54:36.940,13,65
2014-12-30,07:54:51.560,14,70
2014-12-30,07:55:00.000,14,69
2014-12-30,07:55:16.900,13,41
2014-12-30,07:55:16.910,12,30
2014-12-30,07:55:16.920,12,24
2014-12-30,07:55:16.960,12,19
2014-12-30,07:55:17.030,11,28
2014-12-30,07:55:17.040,13,21
2014-12-30,07:55:17.050,15,58
2014-12-30,07:55:17.060,15,70
2014-12-30,07:56:00.000,15,67
2014-12-30,07:56:43.080,15,62
2014-12-30,07:57:00.000,15,62
2014-12-30,07:57:44.210,16,67
2014-12-30,07:58:00.000,16,67
2014-12-30,07:59:00.000,16,68
2014-12-30,08:00:00.000,17,71
2014-12-30,08:01:00.000,17,68
2014-12-30,08:01:43.300,17,73
2014-12-30,08:02:00.000,18,76
